mineral name,chemistry,Al,Ca,Cr,Fe2+,Fe3+,Mg,Mn,Na,Sc,Ti4+,V,Zr,Si,O,Sum,a,b,c,volume,x,y,z,P,T,crystal system,space group,citation text,notes,ID,,,,,,,,,,,,,,,,,,,,,,
Uvarovite,Ca3 Cr2 Si3 O12,0,3,2,0,0,0,0,0,0,0,0,0,3,12,20,11.9973,11.9973,11.9973,1726.834,0.03917,0.0477,0.65433, , ,cubic,Ia3d,Physics and Chemistry of Minerals 29 (2002) 595-608, ,38,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca2.895 Mn.024 Na.018 Mg.104 Al.224 Ti.703 Fe1.288 Si2.744 O12,0.224,2.895,0,0.388,0.9,0.104,0.024,0.018,0,0.703,0,0,2.744,12,20,12.105,12.105,12.105,1773.758,0.03859,0.04828,0.6544, , ,cubic,Ia3d,European Journal of Mineralogy 10 (1998) 907-921,"Locality: N'Zala, Atlas mountains, Morocco",9,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca2.895 Mg.072 Mn.018 Fe1.302 Al.634 Ti.192 Zr.009 Si2.877 O12,0.634,2.895,0,0.09,1.212,0.072,0.018,0,0,0.192,0,0.009,2.877,12,19.999,12.007,12.007,12.007,1731.026,0.0388,0.0479,0.6544, , ,cubic,Ia3d,European Journal of Mineralogy 14 (2002) 785-794, ,36,,,,,,,,,,,,,,,,,,,,,,
Goldmanite,Ca3 (Al.58 V.94 Cr.48) Si3 O12,0.58,3,0.48,0,0,0,0,0,0,0,0.94,0,3,12,20,12.001,12.001,12.001,1728.432,0.03912,0.04763,0.65442, , ,cubic,Ia3d,American Mineralogist 93 (2008) 63-73,"Locality: Pezinok-Pernek crystalline complex, Male Karpaty Mountains, Slovakia",37,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca2.919 Mn.012 Na.003 Mg.048 Fe1.412 Al.278 Ti.328 Si3 O12,0.278,2.919,0,0.342,1.07,0.048,0.012,0.003,0,0.328,0,0,3,12,20,12.06,12.06,12.06,1754.05,0.03888,0.04815,0.65452, , ,cubic,Ia3d,European Journal of Mineralogy 10 (1998) 907-921,"Locality: Zermatt, Valais, Switzerland",22,,,,,,,,,,,,,,,,,,,,,,
Goldmanite,Ca3.00V2.00(SiO4)3.00,0,3,0,0,0,0,0,0,0,0,2,0,3,12,20,12.085,12.085,12.085,1764.981,0.0388,0.04845,0.65454, , ,cubic, ,R090044,Locality: Synthetic,12,,,,,,,,,,,,,,,,,,,,,,
Pyrope,Mg3.64 Al.72 Si3.64 O12,0.72,0,0,0,0,3.64,0,0,0,0,0,0,3.64,12,20,11.4891,11.4891,11.4891,1516.555,0.03246,0.05031,0.65459, , ,cubic,Ia3d,American Mineralogist 84 (1999) 1135-1143, ,140,,,,,,,,,,,,,,,,,,,,,,
Goldmanite,Ca3.00V2.00(SiO4)3.00,0,3,0,0,0,0,0,0,0,0,2,0,3,12,20,12.079,12.079,12.079,1762.353,0.0393,0.0481,0.6551, , ,cubic, ,R090043,Locality: Synthetic,15,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.056,12.056,12.056,1752.305,0.03917,0.04873,0.65527, , ,cubic,Ia3d,European Journal of Mineralogy 5 (1993) 59-71, ,26,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.081,12.081,12.081,1763.229,0.0395,0.0484,0.6553, , ,cubic,Ia3d,European Journal of Mineralogy 5 (1993) 59-71, ,14,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.063,12.063,12.063,1755.359,0.03934,0.0486,0.65534, , ,cubic,Ia3d,European Journal of Mineralogy 5 (1993) 59-71, ,20,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3.00(Fe1.96Al0.04)Σ=2(SiO4)3,0.04,3,0,0,1.96,0,0,0,0,0,0,0,3,12,20,12.063,12.063,12.063,1755.359,0.03934,0.0486,0.65534, , ,cubic, ,R040001,"Locality: Stanley Butte, Graham County, Arizona, USA",21,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.051,12.051,12.051,1750.126,0.03914,0.04895,0.65534, , ,cubic,Ia3d,European Journal of Mineralogy 5 (1993) 59-71, ,27,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.068,12.068,12.068,1757.543,0.03926,0.04861,0.65535, , ,cubic,Ia3d,European Journal of Mineralogy 5 (1993) 59-71, ,17,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.0643,12.0643,12.0643,1755.927,0.03932,0.04863,0.65537, , ,cubic,Ia3d,Acta Crystallographica B52 (1996) 239-250,"Locality: Val Malenco, Italy",19,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 Fe2 Si3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.0578,12.0578,12.0578,1753.09,0.0394,0.0487,0.6554, , ,cubic,Ia3d,American Mineralogist 91 (2006) 1240-1248, ,25,,,,,,,,,,,,,,,,,,,,,,
Andradite,Si3 Fe2 Ca3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.058,12.058,12.058,1753.177,0.03986,0.04885,0.65555, , ,cubic,Ia3d,American Mineralogist 56 (1971) 791-823,"Locality: Valmalen, Italy",24,,,,,,,,,,,,,,,,,,,,,,
Andradite,Si3 Fe2 Ca3 O12,0,3,0,0,2,0,0,0,0,0,0,0,3,12,20,12.031,12.031,12.031,1741.427,0.0395,0.0488,0.6556, , ,cubic,Ia3d,American Mineralogist 74 (1989) 352-359, ,30,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 (Fe1.8 Sc.2) Si3 O12,0,3,0,0,1.8,0,0,0,0.2,0,0,0,3,12,20,12.0748,12.0748,12.0748,1760.515,0.03924,0.04892,0.65571, , ,cubic,Ia3d,American Mineralogist 91 (2006) 1240-1248,Locality: synthetic,16,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 (Fe1.6 Sc.4) Si3 O12,0,3,0,0,1.6,0,0,0,0.4,0,0,0,3,12,20,12.0938,12.0938,12.0938,1768.839,0.03945,0.0489,0.65598, , ,cubic,Ia3d,American Mineralogist 91 (2006) 1240-1248,Locality: synthetic,11,,,,,,,,,,,,,,,,,,,,,,
Andradite,Fe3.92 Ca1.08 Si3 O12,0,1.08,0,1.92,2,0,0,0,0,0,0,0,3,12,20,11.9503,11.9503,11.9503,1706.618,0.0378,0.0498,0.6561, , ,cubic,Ia3d,Physics and Chemistry of Minerals 21 (1994) 117-132, ,44,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 (Fe1.44 Sc.56) Si3 O12,0,3,0,0,1.44,0,0,0,0.56,0,0,0,3,12,20,12.1128,12.1128,12.1128,1777.189,0.0395,0.0491,0.65636, , ,cubic,Ia3d,American Mineralogist 91 (2006) 1240-1248,Locality: synthetic,8,,,,,,,,,,,,,,,,,,,,,,
Andradite,Fe3.44 Ca1.56 Si3 O12,0,1.56,0,1.44,2,0,0,0,0,0,0,0,3,12,20,11.915,11.915,11.915,1691.539,0.037,0.0504,0.6564, , ,cubic,Ia3d,Physics and Chemistry of Minerals 21 (1994) 117-132, ,51,,,,,,,,,,,,,,,,,,,,,,
Almandine,Fe3.08 Ca1.92 Si3 O12,0,1.92,0,1.08,2,0,0,0,0,0,0,0,3,12,20,11.8568,11.8568,11.8568,1666.873,0.0364,0.0508,0.6568, , ,cubic,Ia3d,Physics and Chemistry of Minerals 21 (1994) 117-132, ,62,,,,,,,,,,,,,,,,,,,,,,
Andradite,Fe4.8 Al.2 Si3 O12,0.2,0,0,3,1.8,0,0,0,0,0,0,0,3,12,20,11.7076,11.7076,11.7076,1604.736,0.0352,0.0529,0.6568, , ,cubic,Ia3d,Physics and Chemistry of Minerals 21 (1994) 117-132, ,86,,,,,,,,,,,,,,,,,,,,,,
Andradite,Ca3 (Fe1.02 Sc.98) Si3 O12,0,3,0,0,1.02,0,0,0,0.98,0,0,0,3,12,20,12.1493,12.1493,12.1493,1793.303,0.03965,0.04935,0.65696, , ,cubic,Ia3d,American Mineralogist 91 (2006) 1240-1248,Locality: synthetic,5,,,,,,,,,,,,,,,,,,,,,,
Almandine,Fe4.37 Ca.63 Si3 O12,0,0.63,0,2.37,2,0,0,0,0,0,0,0,3,12,20,11.8002,11.8002,11.8002,1643.116,0.0362,0.052,0.6571, , ,cubic,Ia3d,Physics and Chemistry of Minerals 21 (1994) 117-132, ,78,,,,,,,,,,,,,,,,,,,,,,
Almandine,Fe4.67 Ca.33 Si3 O12,0,0.33,0,2.67,2,0,0,0,0,0,0,0,3,12,20,11.7663,11.7663,11.7663,1628.995,0.0357,0.0525,0.6571, , ,cubic,Ia3d,Physics and Chemistry of Minerals 21 (1994) 117-132, ,82,,,,,,,,,,,,,,,,,,,,,,
Knorringite,Cr1.68 Mg3.16 Si3.16 O12,0,0,1.68,0,0,3.16,0,0,0,0,0,0,3.16,12,20,11.5935,11.5935,11.5935,1558.274,0.0348,0.0516,0.6571, , ,cubic,Ia3d,American Mineralogist 95 (2010) 59-63,Locality: synthetic,100,,,,,,,,,,,,,,,,,,,,,,
Calderite,Mn3 Fe2 Si3 O12,0,0,0,0,2,0,3,0,0,0,0,0,3,12,20,11.8288,11.8288,11.8288,1655.092,0.03672,0.05137,0.65715, , ,cubic,Ia3d,American Mineralogist 81 (1996) 429-447,Locality: Calculated structure,76,,,,,,,,,,,,,,,,,,,,,,
Eringaite,Ca3 Sc2 Si3 O12,0,3,0,0,0,0,0,0,2,0,0,0,3,12,20,12.25,12.25,12.25,1838.266,0.04004,0.0501,0.65887, , ,cubic,Ia3d,American Mineralogist 91 (2006) 1240-1248,Locality: synthetic,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
