mineral name,chemistry,Al,B,Ca,Cr,K,Li,Mg,Mn,Na,Ni,O,Sc,Si,V,Fe2+,Fe3+,Zn,Ti4+,Ti3+,sum,a,b,c,β,volume,P,T,crystal system,space group,citation text,notes
Diopside,Mg1.11 Ca.89 Si2 O6,0,0,0.89,0,0,0,1.11,0,0,0,6,0,2,0,0,0,0,0,0,10,9.747,8.9235,5.2524,105.939,439.276,,,monoclinic,C2/c,The Canadian Mineralogist 28 (1990) 93-109,
Diopside,Mg Ca Si2 O6,0,0,1,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,10,9.747,8.9235,5.2524,105.939,439.276,,,monoclinic,C2/c,American Mineralogist 75 (1990) 1274-1281,
Hedenbergite,Ca0.5828FeNa0.4172Si2O6,0,0,0.583,0,0,0,0,0,0.417,0,6,0,2,0,0.5828,0.4172,0,0,0,10,9.757,8.927,5.272,105.96,441.49,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae41.72Hd58.28
Augite,(Ca0.80Mg0.60Fe0.60)Si2O6,0,0,0.8,0,0,0,0.6,0,0,0,6,0,2,0,0.6,0,0,0,0,10,9.767,8.956,5.249,105.97,441.4,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 50,40"
Diopside,Mg.91 Fe.1 Al.06 Ca.91 Na.05 Si1.97 O6,0.06,0,0.91,0,0,0,0.91,0,0.05,0,6,0,1.97,0,0.05,0.05,0,0,0,10,9.739,8.913,5.253,106.02,438.272,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Augite,(Ca0.70Mg0.325Fe0.975)Si2O6,0,0,0.7,0,0,0,0.325,0,0,0,6,0,2,0,0.975,0,0,0,0,10,9.791,9.001,5.242,106.02,444,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 75,35"
Hedenbergite,(Ca.615 Na.385) Fe Si2 O6,0,0,0.615,0,0,0,0,0,0.385,0,6,0,2,0,0.615,0.385,0,0,0,10,9.756,8.9252,5.2739,106.031,441.363,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Petedunnite,Ca Zn Si2 O6,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,0,10,9.7955,8.9781,5.251,106.033,443.836,,,monoclinic,C2/c,Acta Crystallographica C61 (2005) i20-i22,Locality: synthetic
Hedenbergite,(Na.4 Ca.6) Fe Si2 O6,0,0,0.6,0,0,0,0,0,0.4,0,6,0,2,0,0.6,0.4,0,0,0,10,9.7598,8.9277,5.2748,106.041,441.712,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Augite,(Ca0.80Mg0.84Fe0.36)Si2O6,0,0,0.8,0,0,0,0.84,0,0,0,6,0,2,0,0.36,0,0,0,0,10,9.757,8.943,5.246,106.05,439.9,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 30,40"
Diopside,Mg.955 Fe.059 Al.029 Cr.071 Ca.798 K.073 Na.023 Si1.992 O6,0.029,0,0.798,0.071,0.073,0,0.955,0,0.023,0,6,0,1.992,0,0.059,0,0,0,0,10,9.7476,8.9478,5.2622,106.056,441.063,,,monoclinic,C2/c,American Mineralogist 81 (1996) 632-638,
Kushiroite,Si Al2 Ca O6,2,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,10,9.609,8.652,5.274,106.06,421.353,,,monoclinic,C2/c,American Mineralogist 59 (1974) 549-557,
Diopside,Ca.82 Na.168 Mg.846 Ti.272 Si1.882 B.022 O6,0,0.028,0.891,0,0,0,0.905,0,0.104,0,6,0,1.927,0,0,0,0,0.067,0.081,10.00,9.756,8.929,5.269,106.06,441.076,,,monoclinic,C2/c,European Journal of Mineralogy 16 (2004) 443-449,
Hedenbergite,(Ca.55 Na.45) Fe Si2 O6,0,0,0.55,0,0,0,0,0,0.45,0,6,0,2,0,0.55,0.45,0,0,0,10,9.7428,8.9091,5.275,106.126,439.852,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Diopside,Ca.896 Mg.887 K.072 Al.209 Si1.936 O6,0.209,0,0.896,0,0.072,0,0.887,0,0,0,6,0,1.936,0,0,0,0,0,0,10,9.744,8.904,5.273,106.14,439.457,,,monoclinic,C2/c,European Journal of Mineralogy 14 (2002) 929-934,
Diopside,(Ca0.892Mg1.108)Si2O6,0,0,0.892,0,0,0,1.108,0,0,0,6,0,2,0,0,0,0,0,0,10,9.739,8.919,5.25,106.15,438.2,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 0,44.6"
Diopside,Ca.836 Na.14 Mg.892 Ti.206 Si1.888 B.024 O6,0,0.024,0.83,0,0,0,0.896,0,0.14,0,6,0,1.872,0,0,0,0,0.161,0.068,9.99,9.765,8.929,5.284,106.19,442.45,,,monoclinic,C2/c,European Journal of Mineralogy 16 (2004) 443-449,
Aegirine,Na0.5178FeCa0.4822Si2O6,0,0,0.482,0,0,0,0,0,0.518,0,6,0,2,0,0.4822,0.5178,0,0,0,10,9.737,8.904,5.278,106.21,439.41,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae51.78Hd48.22
Aegirine,(Na.512 Ca.488) Fe Si2 O6,0,0,0.488,0,0,0,0,0,0.512,0,6,0,2,0,0.488,0.512,0,0,0,10,9.7412,8.9086,5.2776,106.221,439.76,,,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Hedenbergite,(Ca.506 Na.494) Fe Si2 O6,0,0,0.506,0,0,0,0,0,0.494,0,6,0,2,0,0.506,0.494,0,0,0,10,9.7412,8.9086,5.2776,106.221,439.76,,,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Aegirine,(Na.5 Ca.5) Fe Si2 O6,0,0,0.5,0,0,0,0,0,0.5,0,6,0,2,0,0.5,0.5,0,0,0,10,9.7441,8.9103,5.2791,106.225,440.091,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Hedenbergite,(Na.5 Ca.5) Fe Si2 O6,0,0,0.5,0,0,0,0,0,0.5,0,6,0,2,0,0.5,0.5,0,0,0,10,9.7441,8.9103,5.2791,106.225,440.091,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Augite,(Ca0.80Mg0.96Fe0.24)Si2O6,0,0,0.8,0,0,0,0.96,0,0,0,6,0,2,0,0.24,0,0,0,0,10,9.745,8.935,5.246,106.23,438.6,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 20,40"
Ferrosilite,Fe1.5 Ca.5 Si2 O6,0,0,0.5,0,0,0,0,0,0,0,6,0,2,0,1.5,0,0,0,0,10,9.793,9.078,5.238,106.27,447.014,,,monoclinic,C2/c,American Mineralogist 98 (2013) 1227-1234,Locality: synthetic
Clinoferrosilite,Fe1.6 Ca.4 Si2 O6,0,0,0.4,0,0,0,0,0,0,0,6,0,2,0,1.6,0,0,0,0,10,9.76,9.057,5.234,106.3,444.07,,,monoclinic,C2/c,American Mineralogist 60 (1975) 423-434,
Diopside,Mg.83 Cr.09 Al.1 Fe.05 Ca.78 Na.18 Si1.97 O6,0.1,0,0.78,0.09,0,0,0.83,0,0.18,0,6,0,1.97,0,0,0.05,0,0,0,10,9.693,8.889,5.253,106.34,434.323,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Diopside,Ca.8 Mg1.2 Si2 O6,0,0,0.8,0,0,0,1.2,0,0,0,6,0,2,0,0,0,0,0,0,10,9.7323,8.9152,5.2464,106.357,436.782,,,monoclinic,C2/c,The Canadian Mineralogist 43 (2005) 1411-1421,Locality: synthetic
Diopside,(Ca.58 Na.42) Mg.5 Fe.5 Si2 O6,0,0,0.58,0,0,0,0.5,0,0.42,0,6,0,2,0,0.08,0.42,0,0,0,10,9.663,8.813,5.2184,106.4,426.318,,,monoclinic,C2/c,Australian Journal of Mineralogy 14 (2008) 43-45,"Locality: Mount Anakie, Victoria, Australia"
Diopside,Mg.94 Mn.19 Ca.87 Si2 O6,0,0,0.87,0,0,0,0.94,0.19,0,0,6,0,2,0,0,0,0,0,0,10,9.76,8.93,5.27,106.44,440.538,,,monoclinic,C2/c,American Mineralogist 66 (1981) 127-141,
Augite,(Ca0.60Mg0.35Fe1.05)Si2O6,0,0,0.6,0,0,0,0.35,0,0,0,6,0,2,0,1.05,0,0,0,0,10,9.767,9.015,5.242,106.44,442.7,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 75,30"
Diopside,Si1.99 Al.029 Cr.223 V.257 Mg.488 Fe.011 Ti.001 Mn.001 (Ca.509 Na.491) O6,0.029,0,0.509,0.223,0,0,0.488,0.001,0.491,0,6,0,1.99,0.257,0.011,0,0,0.001,0,10,9.6774,8.8479,5.2662,106.446,432.468,,,monoclinic,C2/c,American Mineralogist 87 (2002) 709-714,
Diopside,(Na.5 Ca.5) (Cr.5 Mg.5) Si2 O6,0,0,0.5,0.5,0,0,0.5,0,0.5,0,6,0,2,0,0,0,0,0,0,10,9.658,8.834,5.263,106.46,430.63,,25 C,monoclinic,C2/c,European Journal of Mineralogy 17 (2005) 297-304,
Diopside,Si1.982 Al.035 Cr.247 V.244 Mg.484 Fe.007 Mn.001 (Ca.51 Na.49) O6,0.035,0,0.51,0.247,0,0,0.484,0.001,0.49,0,6,0,1.982,0.244,0.007,0,0,0,0,10,9.6718,8.8412,5.267,106.483,431.874,,,monoclinic,C2/c,American Mineralogist 87 (2002) 709-714,
Aegirine,Na0.6170FeCa0.3830Si2O6,0,0,0.383,0,0,0,0,0,0.617,0,6,0,2,0,0.383,0.617,0,0,0,10,9.721,8.876,5.282,106.49,437.04,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae61.70Hd38.30
Diopside,Mg.83 Al.19 Fe.08 Ti.01 Ca.71 Na.2 Si1.98 O6,0.192,0,0.708,0.005,0,0,0.821,0,0.204,0,6,0,1.981,0,0.051,0.031,0,0.008,0,10.00,9.678,8.853,5.255,106.52,431.659,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Diopside,Mg.65 Al.28 Fe.13 Ti.01 Ca.65 Na.26 Si2 O6,0.28,0,0.65,0,0,0,0.65,0,0.26,0,6,0,2,0,0.13,0,0,0.01,0,9.98,9.654,8.831,5.255,106.52,429.519,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Diopside,(Na.5 Ca.5) (Cr.5 Mg.5) Si2 O6,0,0,0.5,0.5,0,0,0.5,0,0.5,0,6,0,2,0,0,0,0,0,0,10,9.656,8.833,5.262,106.5281,430.259,,25 C,monoclinic,C2/c,European Journal of Mineralogy 17 (2005) 297-304,
Aegirine,(Na.604 Ca.396) Fe Si2 O6,0,0,0.396,0,0,0,0,0,0.604,0,6,0,2,0,0.396,0.604,0,0,0,10,9.7176,8.8792,5.2828,106.53,436.985,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Diopside,Ca.737 Na.022 Mg1.052 Fe.116 Mn.003 Al.109 Ti.001 Cr.04 Si1.934 O6,0.109,0,0.737,0.04,0,0,1.052,0.003,0.022,0,6,0,1.934,0,0.101,0.001,0,0.001,0,10,9.724,8.898,5.256,106.56,435.908,,,monoclinic,C2/c,Physics and Chemistry of Minerals 19 (1992) 213-219,"Locality: sample from Pico Cabugi, Brazil"
Diopside,Ca.72 Na.027 Mg1.03 Fe.111 Mn.003 Al.189 Ti.003 Cr.04 Si1.891 O6,0.189,0,0.72,0.04,0,0,1.03,0.003,0.027,0,6,0,1.891,0,0.087,0.01,0,0.003,0,10,9.716,8.887,5.26,106.57,435.319,,,monoclinic,C2/c,Physics and Chemistry of Minerals 19 (1992) 213-219,"Locality: sample from Pico Cabugi, Brazil"
Natalyite,Si2 Al.046 Cr.238 V.257 Mg.461 (Ca.463 Na.537) O6,0.046,0,0.463,0.238,0,0,0.461,0,0.537,0,6,0,2,0.257,0,0,0,0,0,10.00,9.6582,8.8273,5.2665,106.577,430.338,,,monoclinic,C2/c,American Mineralogist 87 (2002) 709-714,
Diopside,Ca.712 Na.048 Mg1.007 Fe.11 Mn.003 Al.187 Ti.003 Cr.046 Si1.902 O6,0.187,0,0.712,0.046,0,0,1.007,0.003,0.048,0,6,0,1.902,0,0.087,0.005,0,0.003,0,10,9.712,8.878,5.262,106.59,434.819,,,monoclinic,C2/c,Physics and Chemistry of Minerals 19 (1992) 213-219,"Locality: sample from Pico Cabugi, Brazil"
Diopside,Si1.988 Al.029 Cr.298 V.285 Mg.388 Fe.011 Mn.001 (Ca.413 Na.587) O6,0.029,0,0.413,0.298,0,0,0.388,0.001,0.587,0,6,0,1.988,0.285,0.011,0,0,0,0,10,9.6595,8.8263,5.2686,106.596,430.476,,,monoclinic,C2/c,American Mineralogist 87 (2002) 709-714,
Aegirine,(Na.6 Ca.4) Fe Si2 O6,0,0,0.4,0,0,0,0,0,0.6,0,6,0,2,0,0.4,0.6,0,0,0,10,9.7189,8.8818,5.2835,106.598,437.075,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Hedenbergite,Fe1.5 Ca.5 Si2 O6,0,0,0.5,0,0,0,0,0,0,0,6,0,2,0,1.5,0,0,0,0,10,9.781,9.072,5.246,106.6,446.094,,,monoclinic,C2/c,American Mineralogist 60 (1975) 423-434,
Natalyite,Si1.986 Al.04 Cr.165 V.403 Mg.402 Fe.003 Ti.001 (Ca.418 Na.582) O6,0.04,0,0.418,0.165,0,0,0.402,0,0.582,0,6,0,1.986,0.403,0.003,0,0,0.001,0,10,9.6631,8.8263,5.2709,106.601,430.814,,,monoclinic,C2/c,American Mineralogist 87 (2002) 709-714,
Diopside,Ca.694 Na.052 Mg.997 Fe.123 Mn.003 Al.207 Ti.002 Cr.046 Si1.892 O6,0.207,0,0.694,0.046,0,0,0.997,0.003,0.052,0,6,0,1.892,0,0.096,0.011,0,0.002,0,10,9.709,8.875,5.263,106.62,434.553,,,monoclinic,C2/c,Physics and Chemistry of Minerals 19 (1992) 213-219,"Locality: sample from Pico Cabugi, Brazil"
Augite,(Ca0.60Mg0.56Fe0.84)Si2O6,0,0,0.6,0,0,0,0.56,0,0,0,6,0,2,0,0.84,0,0,0,0,10,9.752,8.981,5.249,106.63,440.5,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 60,30"
Aegirine,(Na.711 Ca.289) Fe Si2 O6,0,0,0.289,0,0,0,0,0,0.711,0,6,0,2,0,0.289,0.711,0,0,0,10,9.6993,8.8579,5.2813,106.637,434.75,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Augite,(Ca0.50Mg0.375Fe1.125)Si2O6,0,0,0.5,0,0,0,0.375,0,0,0,6,0,2,0,1.125,0,0,0,0,10,9.771,9.019,5.244,106.65,442.7,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 75,25"
Augite,(Ca0.60Mg0.70Fe0.70)Si2O6,0,0,0.6,0,0,0,0.7,0,0,0,6,0,2,0,0.7,0,0,0,0,10,9.741,8.953,5.248,106.67,438.5,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 50,30"
Augite,(Ca0.60Mg0.98Fe0.42)Si2O6,0,0,0.6,0,0,0,0.98,0,0,0,6,0,2,0,0.42,0,0,0,0,10,9.745,8.939,5.244,106.69,437.6,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 30,30"
Augite,(Ca0.60Mg1.12Fe0.28)Si2O6,0,0,0.6,0,0,0,1.12,0,0,0,6,0,2,0,0.28,0,0,0,0,10,9.734,8.921,5.244,106.73,436.1,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 20,30"
Diopside,Ca.7 Mg1.3 Si2 O6,0,0,0.7,0,0,0,1.3,0,0,0,6,0,2,0,0,0,0,0,0,10,9.7264,8.9133,5.2485,106.742,435.728,,,monoclinic,C2/c,The Canadian Mineralogist 43 (2005) 1411-1421,Locality: synthetic
Augite,(Ca0.50Mg0.225Fe1.275)Si2O6,0,0,0.5,0,0,0,0.225,0,0,0,6,0,2,0,1.275,0,0,0,0,10,9.772,9.038,5.245,106.75,443.4,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 85,25"
Diopside,Ca.654 Na.078 Mg.957 Fe.126 Mn.004 Al.288 Ti.01 Cr.041 Si1.863 O6,0.288,0,0.654,0.041,0,0,0.957,0.004,0.078,0,6,0,1.863,0,0.102,0.003,0,0.01,0,10,9.692,8.853,5.265,106.76,432.564,,,monoclinic,C2/c,Physics and Chemistry of Minerals 19 (1992) 213-219,"Locality: sample from Pico Cabugi, Brazil"
Aegirine,(Na.75 Ca.25) Fe Si2 O6,0,0,0.25,0,0,0,0,0,0.75,0,6,0,2,0,0.25,0.75,0,0,0,10,9.6977,8.8519,5.2861,106.765,434.488,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Aegirine,(Na.751 Ca.249) Fe Si2 O6,0,0,0.249,0,0,0,0,0,0.751,0,6,0,2,0,0.249,0.751,0,0,0,10,9.6953,8.8491,5.2856,106.778,434.172,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Diopside,Mg.72 Al.22 Fe.2 Ca.61 Na.25 Si2 O6,0.22,0,0.61,0,0,0,0.72,0,0.25,0,6,0,2,0,0.17,0.03,0,0,0,10,9.662,8.841,5.253,106.78,429.614,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Aegirine,Na0.7146FeCa0.2852Si2O6,0,0,0.2852,0,0,0,0,0,0.7146,0,6,0,2,0,0.2852,0.7146,0,0,0,10.00,9.707,8.858,5.29,106.78,435.51,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae71.46Hd28.52
Diopside,Ca.645 Na.094 Mg.957 Fe.128 Mn.002 Al.255 Ti.008 Cr.044 Si1.883 O6,0.255,0,0.645,0.044,0,0,0.957,0.002,0.094,0,6,0,1.883,0,0.099,0.013,0,0.008,0,10,9.699,8.861,5.267,106.87,433.181,,,monoclinic,C2/c,Physics and Chemistry of Minerals 19 (1992) 213-219,"Locality: sample from Pico Cabugi, Brazil"
Aegirine,(Na.825 Ca.175) Fe Si2 O6,0,0,0.175,0,0,0,0,0,0.825,0,6,0,2,0,0.175,0.825,0,0,0,10,9.6804,8.8337,5.2831,106.877,432.32,,,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Diopside,Mg.65 Fe.15 Ti.01 Al.32 Ca.55 Na.3 Si2 O6,0.32,0,0.55,0,0,0,0.65,0,0.3,0,6,0,2,0,0.15,0,0,0.01,0,9.98,9.628,8.808,5.254,106.88,426.36,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Diopside,Mg.957 Al.25 Fe.112 Ti.008 Cr.044 Ca.645 Na.094 Mn.002 Si1.888 O6,0.25,0,0.645,0.044,0,0,0.957,0.002,0.094,0,6,0,1.888,0,0.112,0,0,0.008,0,10,9.678,8.836,5.257,106.9,430.137,,,monoclinic,C2/c,European Journal of Mineralogy 7 (1995) 141-149,
Jadeite,Al.68 Mg.37 Fe.03 (Na.55 Ca.45) Si1.92 O6,0.68,0,0.45,0,0,0,0.37,0,0.55,0,6,0,1.92,0,0,0.03,0,0,0,10,9.545,8.713,5.246,106.9,417.445,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Aegirine,Na0.8112FeCa0.1888Si2O6,0,0,0.189,0,0,0,0,0,0.811,0,6,0,2,0,0.1888,0.8112,0,0,0,10,9.691,8.837,5.292,106.95,433.54,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae81.12Hd18.88
Aegirine,(Na.851 Ca.149) Fe Si2 O6,0,0,0.149,0,0,0,0,0,0.851,0,6,0,2,0,0.149,0.851,0,0,0,10,9.6654,8.8184,5.2805,106.976,430.464,,,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Diopside,Mg.66 Al.27 Fe.24 Ti.01 Mn.01 Ca.52 Na.29 Si2 O6,0.27,0,0.52,0,0,0,0.66,0.01,0.29,0,6,0,2,0,0.24,0,0,0.01,0,10,9.644,8.82,5.256,107.04,427.449,,,monoclinic,C2/c,American Mineralogist 76 (1991) 1141-1152,
Aegirine,(Na.9 Ca.1) Fe Si2 O6,0,0,0.1,0,0,0,0,0,0.9,0,6,0,2,0,0.1,0.9,0,0,0,10,9.6714,8.8152,5.2926,107.166,431.122,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Kosmochlor,Si2 (Cr.478 V.428 Mg.056 Al.033 Ti.003 Fe.001 Mn.001) (Ca.055 Na.945) O6,0.033,0,0.055,0.478,0,0,0.056,0.001,0.945,0,6,0,2,0.428,0.001,0,0,0.003,0,10,9.6072,8.7413,5.2771,107.172,423.413,,,monoclinic,C2/c,American Mineralogist 87 (2002) 709-714,
Aegirine,(Na.898 Ca.102) Fe Si2 O6,0,0,0.102,0,0,0,0,0,0.898,0,6,0,2,0,0.102,0.898,0,0,0,10,9.6666,8.8099,5.2916,107.195,430.5,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Aegirine,Na0.9063FeCa0.0937Si2O6,0,0,0.094,0,0,0,0,0,0.906,0,6,0,2,0,0.0937,0.9063,0,0,0,10,9.671,8.82,5.293,107.21,431.22,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae90.63Hd9.37
Jervisite,Na Sc Si2 O6,0,0,0,0,0,0,0,0,1,0,6,1,2,0,0,0,0,0,0,10,9.8438,9.0439,5.354,107.215,455.294,,,monoclinic,C2/c,Acta Crystallographica B29 (1973) 2615-2616,Locality: synthetic
Diopside,Ca.59 Mg1.41 Si2 O6,0,0,0.59,0,0,0,1.41,0,0,0,6,0,2,0,0,0,0,0,0,10,9.711,8.8935,5.2452,107.278,432.559,,,monoclinic,C2/c,The Canadian Mineralogist 43 (2005) 1411-1421,Locality: synthetic
Aegirine,(Na.951 Ca.049) Fe Si2 O6,0,0,0.049,0,0,0,0,0,0.951,0,6,0,2,0,0.049,0.951,0,0,0,10,9.6554,8.7998,5.29,107.304,429.125,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Aegirine,Na Fe Si2 O6,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,1,0,0,0,10,9.6543,8.807,5.2943,107.316,429.748,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Aegirine,Na Fe Si2 O6,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,1,0,0,0,10,9.6549,8.7947,5.2938,107.394,428.952,,,monoclinic,C2/c,European Journal of Mineralogy 12 (2000) 105-120,
Aegirine,Na Fe Si2 O6,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,1,0,0,0,10,9.6554,8.7952,5.2942,107.396,429.026,,298 K,monoclinic,C2/c,American Mineralogist 91 (2006) 1271-1292,Locality: synthetic
Augite,(Ca0.40Mg0.40Fe1.20)Si2O6,0,0,0.4,0,0,0,0.4,0,0,0,6,0,2,0,1.2,0,0,0,0,10,9.749,9.018,5.247,107.4,440,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 75,20"
Aegirine,NaFeSi2O6,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,1,0,0,0,10,9.658,8.795,5.294,107.42,429.1,,,monoclinic,C2/c,Mineralogical Magazine 37 (1969) 216-229,Synthetic: Ae100
Kosmochlor,NaCrSi2O6,0,0,0,1,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,10,9.55,8.712,5.273,107.44,418.6,,,monoclinic,C2/c,Mineralogical Society of America Special Paper 2 (1969) 31-50,Synthetic
Kosmochlor,Na Cr Si2 O6,0,0,0,1,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,10,9.572,8.7094,5.2678,107.498,418.836,0.0001 GPa,,monoclinic,C2/c,American Mineralogist 88 (2003) 1025-1032,
Jadeite,Na (Al.74 Fe.26) Si2 O6,0.74,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0.26,0,0,0,10,9.4781,8.618,5.2449,107.57,408.429,,,monoclinic,C2/c,American Mineralogist 92 (2007) 1492-1501,Locality: synthetic
Jadeite,Na Al Si2 O6,1,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,10,9.4242,8.5657,5.2242,107.578,402.031,0.0001 GPa,,monoclinic,C2/c,American Mineralogist 93 (2008) 198-209,"Locality: Clear Creek, San Benito County, California"
Aegirine,Na Fe Si2 O6,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,1,0,0,0,10,9.6623,8.8,5.2956,107.579,429.248,,,monoclinic,C2/c,American Mineralogist 92 (2007) 1492-1501,Locality: synthetic
Jadeite,Na Al Si2 O6,1,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,10,9.418,8.562,5.219,107.58,401.189,,,monoclinic,C2/c,American Mineralogist 51 (1966) 956-975,
Aegirine,Na (Al.35 Fe.65) Si2 O6,0.35,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0.65,0,0,0,10,9.5663,8.704,5.2733,107.6,418.529,,,monoclinic,C2/c,American Mineralogist 92 (2007) 1492-1501,Locality: synthetic
Jadeite,Na Al Si2 O6,1,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,10,9.4278,8.5651,5.2262,107.624,402.208,,,monoclinic,C2/c,American Mineralogist 92 (2007) 1492-1501,Locality: synthetic
Augite,(Ca0.30Mg0.255Fe1.445)Si2O6,0,0,0.3,0,0,0,0.255,0,0,0,6,0,2,0,1.445,0,0,0,0,10,9.746,9.055,5.255,107.7,441.8,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 85,15"
Augite,(Ca0.40Mg0.48Fe1.12)Si2O6,0,0,0.4,0,0,0,0.48,0,0,0,6,0,2,0,1.12,0,0,0,0,10,9.74,8.998,5.251,107.77,438.2,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 70,20"
Augite,(Ca0.40Mg0.64Fe0.96)Si2O6,0,0,0.4,0,0,0,0.64,0,0,0,6,0,2,0,0.96,0,0,0,0,10,9.731,8.984,5.258,107.82,437.6,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 60,20"
Augite,(Ca0.40Mg1.28Fe0.32)Si2O6,0,0,0.4,0,0,0,1.28,0,0,0,6,0,2,0,0.32,0,0,0,0,10,9.718,8.902,5.239,107.85,431.4,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 20,20"
Augite,(Ca0.30Mg0.425Fe1.275)Si2O6,0,0,0.3,0,0,0,0.425,0,0,0,6,0,2,0,1.275,0,0,0,0,10,9.744,9.021,5.256,108.06,439.2,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 75,15"
Augite,(Ca0.40Mg0.80Fe0.80)Si2O6,0,0,0.4,0,0,0,0.8,0,0,0,6,0,2,0,0.8,0,0,0,0,10,9.727,8.942,5.255,108.1,434.4,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 50,20"
Augite,(Ca0.20Mg1.44Fe0.36)Si2O6,0,0,0.2,0,0,0,1.44,0,0,0,6,0,2,0,0.36,0,0,0,0,10,9.655,8.876,5.201,108.46,422.8,,,monoclinic,C2/c,American Mineralogist 58 (1973) 50-59,"Synthetic 20,10"
