mineral,Vac,Al,B,Ba,Ca,Cs,Fe3+,K,Mg,Mn2+,Na,O,Rb,Si,Sr,Ti4+,Sum,a,b,c,alpha,beta,gamma,V,crystal system,space group,reference
Orthoclase,0,1,0,0,0,0,0,0.9,0,0,0.1,8,0,3,0,0,13,8.5949,12.983,7.2063,90,116.057,90,722.399,monoclinic,,R050367
Orthoclase,0,1,0,0,0,0,0,0.88,0,0,0.12,8,0,3,0,0,13,8.5832,13.0143,7.2058,90,116.089,90,722.908,monoclinic,,R060077
Orthoclase,0,1.01,0,0.01,0,0,0,0.92,0,0,0.07,8,0,2.99,0,0,13,8.5791,13.0013,7.1881,90,115.991,90,720.669,monoclinic,,R070001
Orthoclase,0,1.01,0,0,0,0,0,0.94,0,0,0.06,8,0,2.99,0,0,13,8.589,13.013,7.197,90,116.02,90,722.866,triclinic,C1,Acta Crystallographica B34 (1978) 2699-2707
Orthoclase,0,1.01,0,0,0,0,0,0.58,0,0,0.42,8,0,2.99,0,0,13,8.434,13.015,7.1717,90,116.09,90,707.012,triclinic,C1,Zeitschrift fur Kristallographie 145 (1977) 124-145
Orthoclase,0,1.41,0,0.4,0,0,0,0.47,0,0,0.13,8,0,2.59,0,0,13,8.544,13.03,7.195,90,115.68,90,721.89,monoclinic,C2/m,American Mineralogist 68 (1983) 122-124
Orthoclase,0,1.02,0,0,0,0,0,0.88,0,0,0.12,8,0,2.98,0,0,13,8.545,12.967,7.201,90,116,90,717.141,monoclinic,C2/m,American Mineralogist 58 (1973) 263-270
Orthoclase,0.04,1,0,0,0,0,0,0.86,0,0,0.1,8,0,3,0,0,13,8.5632,12.963,7.2099,90,116.073,90,718.887,monoclinic,C2/m,American Mineralogist 58 (1973) 500-507
Orthoclase,0,1.01,0,0,0,0,0,0.86,0,0,0.14,8,0,2.98,0,0,12.99,8.5745,12.9779,7.1989,90,116.016,90,719.914,monoclinic,,R150014
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.833,12.36,6.803,93.308,116.352,92.055,587.819,triclinic,C1,American Mineralogist 50 (1965) 1827-1850
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.91,12.336,6.82,93.54,116.13,90.6,595.799,triclinic,C1,American Mineralogist 77 (1992) 76-84
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.8388,12.373,6.8082,93.324,116.381,92.014,589.191,triclinic,C1,American Mineralogist 77 (1992) 76-84
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.852,12.35,6.806,93.37,116.3,91.58,589.59,triclinic,C1,American Mineralogist 77 (1992) 76-84
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.8386,12.3733,6.8074,93.319,116.368,92.04,589.172,triclinic,C1,American Mineralogist 84 (1999) 333-340
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.8389,12.3715,6.8065,93.311,116.363,92.043,589.062,triclinic,C1,American Mineralogist 84 (1999) 333-340
Reedmergnerite,0,0,1,0,0,0,0,0,0,0,1,8,0,3,0,0,13,7.8437,12.377,6.8083,93.284,116.365,92.043,589.856,triclinic,,R060096
Rubicline,0,1,0,0,0,0,0,0,0,0,0,8,1,3,0,0,13,8.82,12.992,7.161,90,116.4,90,734.999,monoclinic,C2/m,Acta Crystallographica B27 (1971) 854-855
Rubicline,0.127,1.062,0,0,0,0,0,0,0,0,0,8,0.811,3,0,0,13,8.839,13.035,7.175,90,116.11,90,742.316,monoclinic,C2/m,Mineralogical Magazine 65 (2001) 523-531
Sanidine,0,0.9,0,0,0,0,0.04,0.895,0,0,0.105,8,0,3.06,0,0,13,8.5832,13.0076,7.1943,90,116.023,90,721.789,monoclinic,C2/m,Schweizerische Mineralogische und Petrographische Mitteilungen 84 (2004) 345-354
Sanidine,0,0.9,0,0,0,0,0.04,0.895,0,0,0.105,8,0,3.06,0,0,13,8.5992,13.0277,7.1926,90,116.056,90,723.877,monoclinic,C2/m,Schweizerische Mineralogische und Petrographische Mitteilungen 84 (2004) 345-354
Sanidine,0,1.002,0,0,0.03,0,0,0.41,0,0,0.56,8,0,2.998,0,0,13,8.36,12.997,7.162,90,116.17,90,698.414,monoclinic,C2/m,Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 2 (1993) 85-89
Sanidine,0,1,0,0.02,0,0,0,0.98,0,0,0,8,0,3,0,0,13,8.6032,13.0237,7.1885,90,115.994,90,723.961,monoclinic,C2/m,European Journal of Mineralogy 25 (2013) 597-614
Sanidine,0,1.18,0,0.19,0,0,0,0.59,0,0,0.22,8,0,2.82,0,0,13,8.516,13.023,7.206,90,115.9,90,718.903,monoclinic,C2/m,American Mineralogist 65 (1980) 472-476
Sanidine,0,1.08,0,0.048,0,0,0,0.826,0,0,0.086,8,0,2.92,0.04,0,13,8.54,13.036,7.189,90,115.96,90,719.579,monoclinic,C2/m,Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 2 (1993) 85-89
Sanidine,0,1,0,0,0,0,0,0.85,0,0,0.15,8,0,3,0,0,13,8.539,13.015,7.179,90,115.99,90,717.154,monoclinic,C2/m,American Mineralogist 58 (1973) 263-270
Sanidine,0,1,0,0,0,0,0,0.65,0,0,0.35,8,0,3,0,0,13,8.558,12.997,7.179,90,116.07,90,717.266,monoclinic,C2/m,American Mineralogist 63 (1978) 1264-1273
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.544,13.01,7.194,90,115.99,90,718.797,monoclinic,C2/m,American Mineralogist 76 (1991) 1620-1627
Sanidine,0,1,0,0,0,0,0,0.86,0,0,0.14,8,0,3,0,0,13,8.543,13.021,7.183,90,115.98,90,718.282,monoclinic,C2/m,Carnegie Institution of Washington: Yearbook 73 (1974) 539-544
Sanidine,0.01,0.49,0,0,0,0,0.5,0.99,0,0,0,8,0,3.01,0,0,13,8.655,13.101,7.25,90,116.02,90,738.747,monoclinic,C2/m,Crystallography Reports 48 (2003) 919-924
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.543,13.019,7.183,90,115.99,90,718.11,monoclinic,C2/m,Dissertation Kernforshungszentrum Karlsruhe 1 (1985) 1-97
Sanidine,0,1.04,0,0,0.04,0,0,0.65,0,0,0.31,8,0,2.96,0,0,13,8.437,13.003,7.172,90,116.1,90,706.58,monoclinic,C2/m,European Journal of Mineralogy 20 (2008) 183-190
Sanidine,0,1,0,0,0,0.02,0,0.83,0,0,0.15,8,0,3,0,0,13,8.5497,13.0216,7.1843,90,115.988,90,718.959,monoclinic,C2/m,European Journal of Mineralogy 25 (2013) 597-614
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.53573,13.03129,7.17536,90,115.9855,90,717.44,monoclinic,C2/m,Journal of Applied Crystallography 33 (2000) 267-278
Sanidine,0,0.879,0,0.006,0,0,0.1,0.979,0.007,0,0.03,8,0,3.007,0,0,13.008,8.598,13.05,7.209,90,116,90,727.1,monoclinic,C2/m,Mineralogical Magazine 57 (1993) 289-299
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.534,13.01,7.176,90,115.99,90,716.159,monoclinic,C2/m,"Neues Jahrbuch fur Mineralogie, Abhandlungen 171 (1996) 199-213"
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.48,12.97,7.18,90,115.98,90,709.895,monoclinic,C2/m,Periodico di Mineralogia 32 (1963) 1-34
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.549,13.028,7.188,90,116.02,90,719.428,monoclinic,C2/m,Zeitschrift fur Kristallographie 136 (1972) 418-426
Sanidine,0,1,0,0,0,0,0,1,0,0,0,8,0,3,0,0,13,8.546,13.037,7.178,90,115.97,90,718.977,monoclinic,C2/m,Zeitschrift fur Kristallographie 136 (1972) 418-426
Sanidine,0,0.2,0,0.005,0,0,0.698,0.959,0.049,0,0.035,8,0,3.025,0,0.026,12.997,8.68,13.14,7.31,90,116,90,747,monoclinic,C2/m,American Mineralogist 81 (1996) 229-237
Sanidine,0.034,1,0,0.014,0,0,0.003,0.789,0,0,0.16,8,0,3,0,0,13,8.531,13.007,7.179,90,116,90,715.981,monoclinic,C2/m,European Journal of Mineralogy 8 (1996) 15-24
Sanidine,0,1.04,0,0.02,0,0,0,0.4,0,0,0.58,8,0,2.96,0,0,13,8.3463,12.9877,7.1683,90,116.18,90,697.324,monoclinic,C2/m,European Journal of Mineralogy 25 (2013) 597-614
Sanidine,0,1.04,0,0.01,0,0,0,0.85,0,0,0.14,8,0,2.96,0,0,13,8.5602,13.0247,7.1867,90,115.99,90,720.242,monoclinic,,R060313
