mineral,Ca,Co2+,Fe2+,Mg,Mn2+,Ni,Zn,O,Si,a,b,c,V,space group,reference
Forsterite,0,0,0.316,1.684,0,0,0,4,1,4.765,10.245,6.001,292.953,Pbnm,"Neues Jahrbuch fur Mineralogie, Monatshefte 7 (1986) 313-324"
Forsterite,0,0,0.196,1.804,0,0,0,4,1,4.7651,10.2385,5.9983,292.642,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0,0.184,1.816,0,0,0,4,1,4.7652,10.2388,5.9992,292.701,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0,0.228,1.772,0,0,0,4,1,4.7654,10.2396,5.9984,292.697,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0,0.27,1.73,0,0,0,4,1,4.7655,10.2351,5.997,292.5,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0,0,0.246,1.754,0,0,0,4,1,4.7659,10.2414,5.9983,292.774,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0,0.19,1.81,0,0,0,4,1,4.7659,10.2396,5.9993,292.771,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0,0.26,1.74,0,0,0,4,1,4.766,10.233,5.998,292.5,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.6,1.4,0,0,0,4,1,4.766,10.258,6.014,294,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.3,1.7,0,0,0,4,1,4.766,10.25,6.005,293.353,Pbnm,"Neues Jahrbuch fur Mineralogie, Monatshefte 7 (1986) 313-324"
Forsterite,0,0,0.198,1.802,0,0,0,4,1,4.766,10.2379,5.9992,292.724,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0,0.238,1.762,0,0,0,4,1,4.766,10.236,5.999,292.66,Pbnm,"Neues Jahrbuch fur Mineralogie, Monatshefte 7 (1986) 313-324"
Forsterite,0.137,0,0,1.863,0,0,0,4,1,4.7664,10.2926,6.023,295.48,Pbnm,American Mineralogist 58 (1973) 998-1008
Forsterite,0,0,0.32,1.67,0,0.01,0,4,1,4.7669,10.2453,6.0021,293.132,,R040057
Forsterite,0,0,0.33,1.67,0,0,0,4,1,4.7673,10.2488,6.003,293.301,,R060539
Forsterite,0,0,0.278,1.722,0,0,0,4,1,4.7673,10.249,5.9996,293.141,Pbnm,The Canadian Mineralogist 32 (1994) 541-552
Forsterite,0,0.75,0,1.25,0,0,0,4,1,4.7679,10.24,5.9884,292.373,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,0,0.25,1.75,0,0,0,4,1,4.768,10.219,5.997,291.7,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0.005,0,0.399,1.583,0.012,0,0,4,1,4.7687,10.2555,6.0066,293.755,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Forsterite,0,0,0.37,1.63,0,0,0,4,1,4.7687,10.2491,6.0023,293.36,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0.005,0,0.399,1.583,0.012,0,0,4,1,4.7688,10.256,6.0065,293.771,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Fayalite,0,0,1,1,0,0,0,4,1,4.769,10.306,6.03,296.4,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,1,1,0,0,0,4,1,4.769,10.306,6.03,296.4,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.8,1.2,0,0,0,4,1,4.769,10.286,6.021,295.4,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0.18,0,0,1.82,0,0,0,4,1,4.7694,10.318,6.0353,297,Pbnm,American Mineralogist 58 (1973) 998-1008
Forsterite,0.005,0,0.399,1.583,0.012,0,0,4,1,4.7696,10.255,6.0053,293.733,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Forsterite,0.01,0,0.378,1.606,0.006,0,0,4,1,4.7698,10.2558,6.007,293.85,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0,0,0.4,1.6,0,0,0,4,1,4.7698,10.2531,6.003,293.58,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0,0,0.6,1.4,0,0,0,4,1,4.77,10.261,6.016,294.5,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.364,1.636,0,0,0,4,1,4.77,10.253,6.006,293.734,Pbnm,"Neues Jahrbuch fur Mineralogie, Monatshefte 7 (1986) 313-324"
Forsterite,0.005,0,0.399,1.584,0.012,0,0,4,1,4.7701,10.2556,6.006,293.815,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Forsterite,0.01,0,0.35,1.64,0,0,0,4,1,4.771,10.274,6.011,294.643,Pbnm,American Mineralogist 58 (1973) 577-587
Forsterite,0,0.953,0,1.047,0,0,0,4,1,4.771,10.245,5.988,292.687,Pbnm,American Mineralogist 72 (1987) 594-598
Forsterite,0,1,0,1,0,0,0,4,1,4.7713,10.2536,5.9915,293.122,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,1,0,1,0,0,0,4,1,4.7713,10.2533,5.9911,293.094,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,1,0,1,0,0,0,4,1,4.7713,10.2533,5.9911,293.094,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,1,0,1,0,0,0,4,1,4.7715,10.2537,5.9912,293.123,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,1,0,1,0,0,0,4,1,4.7715,10.2535,5.9912,293.117,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,1,0,1,0,0,0,4,1,4.7717,10.2542,5.9914,293.159,Pbnm,Physics and Chemistry of Minerals 24 (1997) 17-23
Forsterite,0,0.98,0,1.02,0,0,0,4,1,4.772,10.2522,5.9896,293.03,Pbnm,Geochemical Journal 2 (1968) 51-59
Forsterite,0,0,0.8,1.2,0,0,0,4,1,4.772,10.281,6.019,295.3,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.6,1.4,0,0,0,4,1,4.772,10.264,6.02,294.9,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0.002,0,0.482,1.51,0.006,0,0,4,1,4.7723,10.2643,6.0147,294.62,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0.003,0,0.001,1.543,0.453,0,0,4,1,4.773,10.351,6.055,299.1,Pbnm,American Mineralogist 70 (1985) 568-575
Forsterite,0,0,0,1.6,0.4,0,0,4,1,4.773,10.317,6.043,297.576,Pbnm,Geokhimiya 7 (1984) 1047-1055
Forsterite,0,0,0.45,1.55,0,0,0,4,1,4.7733,10.2676,6.0112,294.611,Pbnm,European Journal of Mineralogy 19 (2007) 15-27
Forsterite,0.008,0,0.47,1.516,0.006,0,0,4,1,4.774,10.266,6.0133,294.71,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0.001,0,0,1.548,0.451,0,0,4,1,4.775,10.344,6.049,298.8,Pbnm,American Mineralogist 70 (1985) 568-575
Forsterite,0,0,0.58,1.42,0,0,0,4,1,4.775,10.28,6.016,295.307,Pbnm,American Mineralogist 58 (1973) 577-587
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.776,10.339,6.032,297.9,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.8,1.2,0,0,0,4,1,4.776,10.291,6.023,296,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.01,1.332,0.405,0,0.251,4,1,4.777,10.349,6.05,299.1,Pbnm,American Mineralogist 70 (1985) 568-575
Forsterite,0,0,0.6,1.4,0,0,0,4,1,4.7779,10.2831,6.0161,295.58,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0.004,0,0.002,1.368,0.626,0,0,4,1,4.778,10.398,6.078,302,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.778,10.341,6.038,298.3,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.8,1.2,0,0,0,4,1,4.778,10.299,6.028,296.6,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0.012,0,0.756,1.218,0.014,0,0,4,1,4.7787,10.3168,6.0315,297.36,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0,0,0,1.4,0.6,0,0,4,1,4.781,10.356,6.067,300.39,Pbnm,Geokhimiya 7 (1984) 1047-1055
Fayalite,0,0,1.4,0.6,0,0,0,4,1,4.781,10.361,6.044,299.4,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.781,10.352,6.041,299.1,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0,0,0.7,1.3,0,0,0,4,1,4.7818,10.2972,6.0223,296.53,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0.003,0,0.002,1.356,0.64,0,0,4,1,4.782,10.406,6.083,302.7,Pbnm,American Mineralogist 70 (1985) 568-575
Forsterite,0.004,0,0.914,1.07,0.012,0,0,4,1,4.7832,10.3227,6.0337,297.92,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0.01,0,0.778,1.198,0.014,0,0,4,1,4.7839,10.3133,6.0295,297.49,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0.012,0,0.928,1.046,0.014,0,0,4,1,4.7849,10.3275,6.0391,298.43,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0,0,0.8,1.2,0,0,0,4,1,4.7849,10.3101,6.0263,297.29,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0.01,0,0.61,1.38,0,0,0,4,1,4.785,10.298,6.028,297.035,Pbnm,American Mineralogist 58 (1973) 577-587
Forsterite,0.004,0,0.912,1.07,0.012,0,0,4,1,4.785,10.325,6.038,298.308,Pbnm,American Mineralogist 53 (1968) 807-824
Forsterite,0,0,0.956,1.03,0.014,0,0,4,1,4.786,10.3304,6.04,298.62,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Forsterite,0,0,0.95,1.05,0,0,0,4,1,4.786,10.332,6.032,298.2,Pbnm,American Mineralogist 67 (1982) 1206-1211
Fayalite,0.02,0,0.98,0.98,0.02,0,0,4,1,4.787,10.341,6.044,299.192,Pbnm,American Mineralogist 53 (1968) 807-824
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.787,10.354,6.047,299.7,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Forsterite,0.006,0,0.825,1.139,0.03,0,0,4,1,4.7871,10.3325,6.0347,298.493,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Forsterite,0,0,0.85,1.15,0,0,0,4,1,4.7871,10.3181,6.0297,297.83,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Fayalite,0,0,1.66,0,0,0.34,0,4,1,4.788,10.437,6.066,303.1,Pbnm,American Mineralogist 67 (1982) 1212-1217
Forsterite,0.006,0,0.825,1.139,0.03,0,0,4,1,4.7891,10.3321,6.0346,298.601,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Forsterite,0,0,0,2,0,0,0,4,1,4.79,10.19,5.85,285.539,Pbnm,American Mineralogist 57 (1972) 709-731
Forsterite,0,0,0.98,1.02,0,0,0,4,1,4.7901,10.3305,6.0343,298.6,Pbnm,Physics and Chemistry of Minerals 19 (1993) 431-444
Forsterite,0.006,0,0.825,1.139,0.03,0,0,4,1,4.7911,10.3316,6.035,298.731,Pbnm,Physics and Chemistry of Minerals 17 (1990) 301-312
Fayalite,0,0,1.134,0.824,0.042,0,0,4,1,4.7912,10.3642,6.055,300.67,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Fayalite,0,0,1,1,0,0,0,4,1,4.7929,10.3412,6.038,299.27,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.793,10.349,6.043,299.7,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.794,10.35,6.043,299.9,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.794,10.35,6.044,299.9,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.794,10.347,6.043,299.7,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0,1.03,0.97,0,0,4,1,4.794,10.491,6.123,307.949,Pbnm,American Mineralogist 65 (1980) 1263-1269
Forsterite,0,0,0.935,1.065,0,0,0,4,1,4.7942,10.35,6.0436,299.883,Pbnm,European Journal of Mineralogy 18 (2006) 673-689
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.795,10.351,6.044,300,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.795,10.351,6.045,300,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.795,10.351,6.045,300,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.795,10.349,6.044,299.9,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Forsterite,0,0,0.958,1.042,0,0,0,4,1,4.796,10.352,6.046,300.2,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Fayalite,0,0,1.76,0,0,0.24,0,4,1,4.797,10.447,6.075,304.4,Pbnm,American Mineralogist 67 (1982) 1212-1217
Forsterite,0,0,0,1,1,0,0,4,1,4.797,10.48,6.135,308.422,Pbnm,Geokhimiya 7 (1984) 1047-1055
Tephroite,0,0,0,1,1,0,0,4,1,4.797,10.48,6.135,308.422,Pbnm,Geokhimiya 7 (1984) 1047-1055
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.797,10.358,6.048,300.5,Pbnm,American Mineralogist 54 (1969) 741-753
Fayalite,0,0,1.18,0.82,0,0,0,4,1,4.7974,10.3635,6.0463,300.61,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Fayalite,0,0,1.1,0.75,0.15,0,0,4,1,4.798,10.39,6.055,301.849,Pbnm,American Mineralogist 62 (1977) 286-295
Fayalite,0,0,1.1,0.75,0.15,0,0,4,1,4.798,10.387,6.055,301.762,Pbnm,American Mineralogist 58 (1973) 588-593
Forsterite,0,0,0,1.2,0.8,0,0,4,1,4.798,10.416,6.102,304.953,Pbnm,Geokhimiya 7 (1984) 1047-1055
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.798,10.367,6.047,300.8,Pbnm,American Mineralogist 54 (1969) 741-753
Fayalite,0,0,1.2,0.8,0,0,0,4,1,4.7986,10.3665,6.0482,300.87,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0.006,0,0.002,1.028,0.964,0,0,4,1,4.799,10.499,6.127,308.7,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1.6,0.4,0,0,0,4,1,4.799,10.389,6.056,301.9,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Fayalite,0.002,0,1.434,0.544,0.02,0,0,4,1,4.8002,10.4028,6.0748,303.36,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Tephroite,0,0,0.036,0.757,0.995,0,0.204,4,1,4.804,10.532,6.135,310.4,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1.4,0.6,0,0,0,4,1,4.8043,10.3923,6.0577,302.45,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Fayalite,0,0,1.8,0.2,0,0,0,4,1,4.805,10.441,6.08,305,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Fayalite,0,0,1.82,0,0,0.18,0,4,1,4.807,10.457,6.078,305.5,Pbnm,American Mineralogist 67 (1982) 1212-1217
Fayalite,0,0,1.5,0.5,0,0,0,4,1,4.8074,10.4063,6.0618,303.25,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Forsterite,0,0,0,1,1,0,0,4,1,4.80757,10.451,6.12446,307.717,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Forsterite,0,0,0,1,1,0,0,4,1,4.80757,10.451,6.12446,307.717,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,1,1,0,0,4,1,4.80757,10.451,6.12446,307.717,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,1,1,0,0,4,1,4.80757,10.451,6.12446,307.717,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Forsterite,0,0,0,1,1,0,0,4,1,4.80757,10.451,6.12446,307.717,Pbnm,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,1,1,0,0,4,1,4.80757,10.451,6.12446,307.717,Pbnm,Journal of Applied Crystallography 32 (1999) 51-59
Fayalite,0.004,0,1.704,0.266,0.026,0,0,4,1,4.8099,10.442,6.0892,305.83,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Tephroite,0.008,0,0.002,0.917,1.074,0,0,4,1,4.81,10.54,6.149,311.7,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1.6,0.4,0,0,0,4,1,4.81,10.419,6.068,304.08,Pbnm,American Mineralogist 54 (1969) 741-753
Fayalite,0,0,1.6,0.4,0,0,0,4,1,4.8111,10.4213,6.0684,304.26,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Fayalite,0.01,0,1.778,0.182,0.03,0,0,4,1,4.8122,10.4524,6.0945,305.55,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Tephroite,0,0,0,0.8,1.2,0,0,4,1,4.813,10.506,6.16,311.483,Pbnm,Geokhimiya 7 (1984) 1047-1055
Fayalite,0,0,1.6,0.4,0,0,0,4,1,4.813,10.417,6.067,304.18,Pbnm,American Mineralogist 54 (1969) 741-753
Monticellite,0.782,0,0,1.218,0,0,0,4,1,4.8139,10.9131,6.2921,330.56,Pbnm,American Mineralogist 58 (1973) 998-1008
Fayalite,0,0,2,0,0,0,0,4,1,4.815,10.49,6.085,307.3,Pbnm,American Mineralogist 54 (1969) 741-753
Monticellite,0.836,0,0,1.164,0,0,0,4,1,4.8152,10.9599,6.3092,332.96,Pbnm,American Mineralogist 58 (1973) 998-1008
Fayalite,0.004,0,1.844,0.078,0.074,0,0,4,1,4.816,10.469,6.099,307.504,Pbnm,American Mineralogist 53 (1968) 807-824
Fayalite,0.002,0,1.806,0.074,0.118,0,0,4,1,4.8161,10.4689,6.0974,307.43,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Fayalite,0,0,1.8,0.2,0,0,0,4,1,4.8169,10.4512,6.0783,306,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Fayalite,0.012,0,1.96,0,0.028,0,0,4,1,4.8176,10.482,6.0995,308.01,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Fayalite,0.004,0,1.936,0,0.06,0,0,4,1,4.8177,10.4789,6.1046,308.19,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Fayalite,0,0,1.88,0,0.11,0,0.01,4,1,4.8177,10.477,6.0922,307.504,,R070157
Monticellite,0.89,0,0,1.11,0,0,0,4,1,4.818,11.0074,6.3327,335.84,Pbnm,American Mineralogist 58 (1973) 998-1008
Fayalite,0,0,2,0,0,0,0,4,1,4.818,10.471,6.086,307.034,Pbnm,American Mineralogist 60 (1975) 1092-1097
Fayalite,0,0,2,0,0,0,0,4,1,4.818,10.47,6.086,307.005,Pbnm,American Mineralogist 62 (1977) 286-295
Fayalite,0,0,2,0,0,0,0,4,1,4.818,10.47,6.086,307.005,Pbnm,American Mineralogist 62 (1977) 286-295
Fayalite,0,0,2,0,0,0,0,4,1,4.8186,10.4822,6.1108,308.65,Pbnm,Mineralogical Magazine 36 (1968) 1123-1134
Fayalite,0,0,2,0,0,0,0,4,1,4.819,10.47,6.086,307.1,Pbnm,American Mineralogist 54 (1969) 741-753
Fayalite,0,0,2,0,0,0,0,4,1,4.8195,10.4788,6.0873,307.424,Pbnm,Acta Crystallographica B37 (1981) 513-518
Fayalite,0,0,2,0,0,0,0,4,1,4.82,10.476,6.089,307.4,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Fayalite,0,0,2,0,0,0,0,4,1,4.82,10.476,6.089,307.4,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Fayalite,0,0,2,0,0,0,0,4,1,4.82,10.485,6.093,307.9,Pbnm,"Zeitschrift für Naturforschung B Anorganische Chemie, Organische Chemie 33b (1978) 731-736"
Monticellite,0.945,0,0,1.055,0,0,0,4,1,4.8201,11.053,6.3552,338.59,Pbnm,American Mineralogist 58 (1973) 998-1008
Monticellite,0.935,0,0,1.065,0,0,0,4,1,4.8202,11.0506,6.3519,338.34,Pbnm,American Mineralogist 58 (1973) 998-1008
Monticellite,0.99,0,0,1.01,0,0,0,4,1,4.8209,11.0911,6.3726,340.74,Pbnm,American Mineralogist 58 (1973) 998-1008
Monticellite,1,0,0,1,0,0,0,4,1,4.821,11.105,6.381,341.621,Pbnm,American Mineralogist 72 (1987) 748-755
Fayalite,0,0,2,0,0,0,0,4,1,4.821,10.475,6.089,307.5,Pbnm,European Journal of Mineralogy 24 (2012) 935-956
Fayalite,0,0,2,0,0,0,0,4,1,4.821,10.481,6.097,308.17,Pbnm,Journal of Crystal Growth 43 (1978) 463-468
Fayalite,0,0,2,0,0,0,0,4,1,4.821,10.478,6.092,307.7,Pbnm,American Mineralogist 67 (1982) 1212-1217
Fayalite,0,0,2,0,0,0,0,4,1,4.8211,10.4779,6.0889,307.58,Pbnm,"Neues Jahrbuch für Mineralogie, Monatshefte 5 (1977) 205-215"
Fayalite,0,0,2,0,0,0,0,4,1,4.822,10.488,6.094,308.193,Pbnm,Physica B 140 (1986) 333-336
Fayalite,0,0,2,0,0,0,0,4,1,4.822,10.517,6.056,307.118,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Fayalite,0,0,1.89,0,0.11,0,0,4,1,4.8233,10.4959,6.0966,308.64,,R070374
Fayalite,0,0,1.87,0,0.13,0,0,4,1,4.8245,10.4959,6.0974,308.757,,R070293
Monticellite,1,0,0.07,0.93,0,0,0,4,1,4.825,11.111,6.383,342.196,Pbnm,American Mineralogist 63 (1978) 365-377
Fayalite,0,0,1.78,0,0.22,0,0,4,1,4.826,10.514,6.105,309.8,Pbnm,American Mineralogist 69 (1984) 1110-1115
Tephroite,0.011,0,0.003,0.74,1.237,0,0,4,1,4.827,10.549,6.17,314.2,Pbnm,American Mineralogist 70 (1985) 568-575
Monticellite,1,0,0.12,0.88,0,0,0,4,1,4.8281,11.1098,6.3894,342.722,Pnma,Acta Crystallographica B51 (1995) 721-733
Monticellite,1.021,0,0.086,0.896,0.003,0,0,4,0.996,4.829,11.116,6.393,343.171,,R100107
Monticellite,0.99,0,0.12,0.85,0.03,0,0,4,1,4.8295,11.1083,6.3872,342.658,,R040115
Tephroite,0.008,0,0.015,0.613,1.363,0,0,4,1,4.83,10.553,6.18,315,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1.52,0,0.48,0,0,4,1,4.8378,10.536,6.1234,312.116,Pbnm,Physics and Chemistry of Minerals 15 (1987) 54-58
Tephroite,0,0,0,0.6,1.4,0,0,4,1,4.83927,10.52411,6.17903,314.692,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,0.6,1.4,0,0,4,1,4.83927,10.52411,6.17903,314.692,Pnma,Journal of Applied Crystallography 32 (1999) 51-59
Tephroite,0,0,0,0.6,1.4,0,0,4,1,4.83927,10.52411,6.17903,314.692,Pbnm,Journal of Applied Crystallography 32 (1999) 51-59
Fayalite,0,0,1.38,0,0.62,0,0,4,1,4.84,10.556,6.135,313.5,Pbnm,American Mineralogist 69 (1984) 1110-1115
Tephroite,0.04,0,0,0.49,1.47,0,0,4,1,4.845,10.59,6.208,318.523,,R070511
Fayalite,0.25,0,1.75,0,0,0,0,4,1,4.846,10.685,6.136,317.719,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Fayalite,0,0,1.4,0,0.6,0,0,4,1,4.84857,10.55545,6.14054,314.266,Pbnm,Mineralogical Magazine 62 (1998) 607-615
Tephroite,0.024,0,0.005,0.465,1.507,0,0,4,1,4.85,10.568,5.203,317.9,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1.1,0,0.9,0,0,4,1,4.852,10.576,6.142,315.1,Pbnm,American Mineralogist 69 (1984) 1110-1115
Fayalite,0.002,0,1.02,0.052,0.931,0,0.001,4,0.997,4.8524,10.607,6.158,316.949,,R100104
Fayalite,0.492,0,1.508,0,0,0,0,4,1,4.854,10.83,6.24,328.029,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Tephroite,0,0,0.94,0,1.06,0,0,4,1,4.856,10.585,6.168,317,Pbnm,American Mineralogist 69 (1984) 1110-1115
Fayalite,0,0,1.01,0,0.99,0,0,4,1,4.8578,10.5818,6.1641,316.861,Pbnm,Physics and Chemistry of Minerals 15 (1987) 54-58
Tephroite,0.005,0,0.004,0.372,1.62,0,0,4,1,4.86,10.58,6.225,320.1,Pbnm,American Mineralogist 70 (1985) 568-575
Fayalite,0,0,1,0,1,0,0,4,1,4.86184,10.58358,6.1695,317.456,Pbnm,Mineralogical Magazine 62 (1998) 607-615
Tephroite,0,0,1,0,1,0,0,4,1,4.86184,10.58358,6.1695,317.456,Pbnm,Mineralogical Magazine 62 (1998) 607-615
Tephroite,0,0,0,0.2,1.8,0,0,4,1,4.862,10.553,6.208,318.524,Pbnm,Geokhimiya 7 (1984) 1047-1055
Monticellite,0.959,0,0.268,0.474,0.305,0,0.002,4,0.996,4.8635,11.124,6.427,347.711,,R100108
Monticellite,1.255,0.745,0,0,0,0,0,4,1,4.866,11.15,6.453,350.113,Pbnm,"Neues Jahrbuch fur Mineralogie, Monatshefte 1987 (1987) 160-170"
Fayalite,0.748,0,1.252,0,0,0,0,4,1,4.87,11.078,6.385,344.47,Pbnm,Mineralogical Magazine 36 (1968) 955-961
Tephroite,0,0,0.6,0,1.4,0,0,4,1,4.871,10.594,6.2,319.9,Pbnm,American Mineralogist 69 (1984) 1110-1115
